,title,isEdited,userName,date,rating,review,developerResponse,Company_name
1945,Makes ordering and receiving fast food a pain in the…,False,icareydontu,2021-06-24 17:27:34,1,"App spins and takes forever to load new screens. Tells me that a BMT is not available at the location, which is weird since I see it on the menu and have never been to a subway that didn’t have it. Sat in my car and tried to order a sandwich and saw 5 people go in store and go out with a sandwich before I decided to delete the app and go to a diff restaurant on my lunch break.",,Subway
1946,Always perfect,False,Best Subway in Lebanon,2021-06-01 01:04:56,5,"This particular location is the best in our area! We always get exactly what we order, how we order it. Always fresh and never a wait when we pickup! Always an awesome experience.",,Subway
1947,Needs improvement,False,Dtafric,2021-05-25 16:12:24,5,You can’t set a pickup time which makes this app useless . You can’t split a payment between a gift card and credit card. It’s hard to navigate.,,Subway
1948,App won’t allow multiple payment methods and store won’t accept funds from app,False,NicknameSchmicName,2021-05-27 18:07:16,1,"I ordered a sub and the clerk tells me they don’t accept funds from the app. So I went to place an order on the app, but it would allow me to use my gift card because it didn’t have the full amount available. I have other cards in the app, but no way to use multiple payment methods, so I will be stuck with unused funds on all my gift cards!",,Subway
1949,"Hopefully, this APP has improved!",False,minj71,2021-05-23 21:47:47,4,"Look, I LOVE SUBWAY 😘🥰😻🙌 BUT the app was driving me insane! And it is the only way I wanted to order SW. I wanted to order & go get my deliciousness in the 15 minutes they would have it ready but the app was terrible so I stopped ordering. Now though it seems all is good! Boy, did I miss you SW!🤤😘❤️",,Subway
1950,Subway App,False,CorpusChristiNative,2021-04-12 23:42:54,4,"I’ve had several occasions where the app will freeze up and I have to start all over. And the app has also charged me twice because it said the first order didn’t go through, but it did. So we end up with sandwiches from 2 orders.",,Subway
1951,Never loads locations,False,lifewitholivia,2021-05-01 23:24:00,1,"I have tried so many times to get this app to work. I’ve even deleted and downloaded again more than once. It never finds any stores so I can’t order. I’ve tried looking for stores in both my city and other cities and I’ve never been able to find a single restaurant. I’ve tried typing in zip codes, zooming to different location on the map, using my exact location. Nothing works.",,Subway
1952,Written options,False,Skilozero,2020-12-10 14:05:49,4,If there is such an option I didn’t see it. If there is not it would be nice to request something on the sandwich that isn’t a drop down option. For example I like the meatballs cut in half so when you bite it to the sub it’s proportional.,,Subway
1953,No way to reconcile store errors from app,False,theMFWIC,2021-04-11 15:31:45,2,"You need to add a way to request a refund for incorrect orders direct in the app.  Ordering thru the app is easy but the water sack employees can’t seem to make the sandwich the way it is requested in the app. 2x now back to back.  I should not have to tear into each sandwich in the parking lot to be sure that they are assembled correctly, but I do because the employees can’t follow the order sheet.",,Subway
1954,Can’t order,False,Mandi9110,2021-03-07 21:46:08,2,"Can’t order anything because no matter what I click on or type in for it to find a subway near my location it just keeps popping up with the search this location and when I do that it just keeps glitching.
Useless app when you can’t order anything because it won’t recognize you hitting buttons to search",,Subway
1955,Bad but useable,False,Nick Hates Subway App,2021-01-08 17:35:25,3,"Add an option that lets you custom make a sub... you’re called subway and decided to base a restaurant around customizing and creating your own sub just to not be able to do that on the app, weird. The only thing i like about the app is that it is, in fact, usable. if you only like to pick from the same 8 subs, that is.",,Subway
1956,Easy to use but needs some changes,False,EmilyV0789,2020-07-23 18:53:51,4,I don’t like that they have pre selected bread and toppings if you’re not careful you’ll order a sub you don’t want. I wish I could use 2 different gift card balances to be able to use up the balance of them before using my credit card.,,Subway
1957,Order button,False,jeffiner09,2020-12-03 21:59:29,3,On one screen the continue button is in green at the bottom and on the next screen the order button is in green in the same place. I have accidentally ordered one sub before I’m finished with a four sub order so many times!!!! It is extremely frustrating!,,Subway
1958,Hot Garbage,False,HerbanLegend1311,2020-11-19 14:13:52,1,"I like subway... it’s not my favorite, but when I’m of a mind, I want my sandwich the way I like it, not the way that’s easiest for some developer. My husband doesn’t eat veggies so he gets all sauce. The app only allows you to put four. I like my bread NOT toasted, but heated. That’s not an option. The amount of problems with this app reduce it to a spot on my phone that I never use. You might want to fix this because although I don’t usually crave subway, my husband would inject it into his veins, if he could.",,Subway
1959,Self Submitting Order,False,Onica83,2020-10-02 00:00:51,1,"I try to place my order, it would leave some sandwiches in the cart, it placed an unwanted sandwich in the cart and when I tried to delete a sandwich and add the right one, it auto submitted. Couldn’t cancel the order, I was not able to use the deal because I had to separate the order. Called the restaurant to cancel first order, they didn’t answer. In their defense they were really busy. Anyways, I should be able to immediately cancel my order on the app.",,Subway
